EmployeeID,Age,Gender,MaritalStatus,Education_Level,EducationField,BusinessTravel,Department,Commute,MonthlyIncome,MonthlyRate,DailyRate,HourlyRate,Grade,Role,Satisfaction,NumCompaniesWorked,OverTime,TotalExperienceYears,YearsInCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithLineManager,Attrition
1027,27,Female,Married,4,Social Sciences,rarely,Research & Development,2,4227,4658,1055,47,2,Manufacturing Director,4,0,No,4,3,2,2,2,No
1028,35,Male,Divorced,3,Other,rarely,Research & Development,10,3917,9541,802,45,1,Laboratory Technician,4,1,No,3,3,2,1,2,No
1029,42,Male,Married,2,Business,rarely,Sales,5,18303,7770,265,90,5,Manager,3,6,No,21,1,0,0,0,No
1030,50,Male,Married,3,Social Sciences,rarely,Research & Development,9,2380,20165,804,64,1,Laboratory Technician,4,4,No,8,1,0,0,0,No
1032,59,Female,Single,3,Social Sciences,rarely,Research & Development,2,13726,21829,715,69,4,Manufacturing Director,4,3,Yes,30,5,3,4,3,No
1033,37,Female,Married,2,Health Science,rarely,Research & Development,11,4777,14382,1141,61,2,Healthcare Representative,2,5,No,15,1,0,0,0,Yes
1034,55,Male,Married,4,Health Science,frequently,Research & Development,18,6385,12992,135,62,2,Healthcare Representative,2,3,Yes,17,8,7,6,7,No
1035,41,Female,Divorced,1,Social Sciences,none,Research & Development,7,19973,20284,247,55,5,Research Director,3,1,No,21,21,16,5,10,No
1036,38,Male,Single,4,Social Sciences,rarely,Sales,3,6861,4981,1035,42,2,Sales Executive,4,8,Yes,19,1,0,0,0,No
1037,26,Male,Single,2,Health Science,none,Sales,29,4969,21813,265,79,2,Sales Executive,1,8,No,7,2,2,2,2,Yes
1038,52,Female,Married,1,Business,rarely,Sales,2,19845,25846,266,57,5,Manager,4,1,No,33,32,14,6,9,Yes
1039,44,Female,Married,3,Health Science,rarely,Sales,28,13320,11737,1448,53,4,Sales Executive,4,3,Yes,23,12,11,11,11,No
1040,50,Female,Married,3,Social Sciences,none,Sales,1,6347,24920,145,95,2,Sales Executive,3,0,No,19,18,7,0,13,No
1042,36,Female,Single,4,Social Sciences,rarely,Research & Development,16,2743,8269,885,43,1,Laboratory Technician,1,1,No,18,17,13,15,14,Yes
1043,39,Female,Single,3,Health Science,frequently,Research & Development,22,10880,5083,945,82,3,Manufacturing Director,1,1,Yes,21,21,6,2,8,No
1044,33,Female,Single,1,Social Sciences,none,Sales,8,2342,21437,1038,88,1,Sales Representative,4,0,No,3,2,2,2,2,No
1045,45,Female,Married,2,Social Sciences,rarely,Sales,11,17650,5404,1234,90,4,Manager,4,3,No,26,9,3,1,1,No
1046,32,Female,Single,4,Health Science,none,Research & Development,29,4025,11135,1109,69,1,Laboratory Technician,3,9,No,10,8,7,7,7,No
1047,34,Male,Divorced,4,Business,rarely,Sales,1,9725,12278,216,75,2,Sales Executive,4,0,No,16,15,1,0,9,No
1048,59,Male,Married,2,Engineering,rarely,Sales,1,11904,11038,1089,66,3,Manager,4,3,Yes,14,6,4,0,4,No
1049,45,Male,Single,4,Health Science,rarely,Human Resources,24,2177,8318,788,36,1,Human Resources,2,1,No,6,6,3,0,4,No
1050,53,Female,Married,3,Business,frequently,Sales,2,7525,23537,124,38,3,Sales Executive,2,2,No,30,15,7,6,12,No
1052,36,Male,Divorced,3,Other,rarely,Research & Development,15,4834,7858,660,81,2,Laboratory Technician,3,7,No,9,1,0,0,0,Yes
1053,26,Male,Married,3,Social Sciences,frequently,Research & Development,2,2042,15346,342,57,1,Research Scientist,1,6,Yes,6,3,2,1,2,Yes
1055,34,Female,Married,4,Social Sciences,rarely,Sales,10,2220,18410,1333,87,1,Sales Representative,3,1,Yes,1,1,1,0,0,No
1056,28,Male,Married,1,Health Science,rarely,Sales,10,1052,23384,1144,74,1,Sales Representative,2,1,No,1,1,0,0,0,No
1060,38,Male,Married,4,Other,frequently,Research & Development,3,2821,2997,1186,44,1,Research Scientist,3,3,No,8,2,2,2,2,No
1061,50,Male,Married,4,Health Science,rarely,Research & Development,2,19237,12853,1464,62,5,Research Director,3,2,Yes,29,8,1,7,7,No
1062,37,Female,Single,3,Other,rarely,Research & Development,3,4107,13848,124,35,2,Healthcare Representative,2,3,No,8,4,3,0,1,No
1066,40,Male,Married,3,Business,rarely,Sales,26,8396,22217,300,74,2,Sales Executive,1,1,No,8,7,7,7,5,No
1068,26,Female,Divorced,1,Health Science,frequently,Research & Development,1,2007,25265,921,66,1,Research Scientist,3,1,No,5,5,3,1,3,No
1069,46,Male,Divorced,4,Health Science,rarely,Research & Development,1,19627,21445,430,40,5,Research Director,4,9,No,23,2,2,2,2,No
1070,54,Female,Married,4,Social Sciences,rarely,Sales,2,10686,8392,1082,41,3,Sales Executive,3,6,No,13,9,4,7,0,No
1071,56,Female,Married,3,Health Science,frequently,Research & Development,9,2942,12154,1240,63,1,Research Scientist,3,2,No,18,5,4,0,3,No
1073,36,Female,Single,5,Health Science,rarely,Research & Development,12,8858,15669,796,51,3,Manufacturing Director,4,0,No,15,14,8,7,8,No
1074,55,Male,Single,1,Health Science,none,Research & Development,2,16756,17323,444,40,4,Manager,1,7,No,31,9,7,6,2,No
1076,43,Male,Divorced,3,Health Science,rarely,Sales,25,10798,5268,415,79,3,Sales Executive,4,5,No,18,1,0,0,0,No
1077,20,Female,Single,3,Business,frequently,Sales,9,2323,17205,769,54,1,Sales Representative,4,1,Yes,2,2,2,0,2,Yes
1079,21,Female,Single,3,Social Sciences,rarely,Research & Development,10,1416,17258,1334,36,1,Laboratory Technician,1,1,No,1,1,0,1,0,Yes
1080,46,Female,Divorced,4,Social Sciences,rarely,Research & Development,8,4615,21029,1003,74,2,Research Scientist,1,8,Yes,19,16,13,1,7,No
1081,51,Male,Married,4,Social Sciences,rarely,Research & Development,4,2461,10332,1323,34,1,Research Scientist,3,9,Yes,18,10,0,2,7,Yes
1082,28,Male,Single,2,Engineering,none,Research & Development,24,8722,12355,1366,72,3,Healthcare Representative,1,1,No,10,10,7,1,9,Yes
1083,26,Male,Married,2,Health Science,rarely,Research & Development,1,3955,11141,192,59,1,Laboratory Technician,1,1,No,6,5,3,1,3,No
1084,30,Male,Married,3,Other,rarely,Research & Development,20,9957,9096,1176,85,2,Manufacturing Director,1,0,No,7,6,2,0,2,No
1085,41,Female,Married,2,Engineering,rarely,Research & Development,7,3376,18863,509,43,1,Research Scientist,3,1,No,10,10,6,0,8,No
1088,38,Female,Married,1,Social Sciences,rarely,Research & Development,17,8823,24608,330,65,3,Healthcare Representative,3,0,No,20,19,9,1,9,No
1092,40,Male,Married,4,Engineering,rarely,Research & Development,20,10322,26542,1492,61,3,Healthcare Representative,4,4,No,14,11,10,11,1,No
1094,27,Male,Married,5,Social Sciences,none,Research & Development,8,4621,5869,1277,87,1,Laboratory Technician,3,1,No,3,3,2,1,2,No
1096,55,Male,Married,1,Social Sciences,frequently,Research & Development,2,10976,15813,1091,65,3,Manufacturing Director,2,3,No,23,3,2,1,2,No
1097,28,Female,Single,3,Other,rarely,Research & Development,10,3660,7909,857,59,2,Research Scientist,3,3,No,10,8,7,1,7,No
1098,44,Male,Married,2,Health Science,rarely,Human Resources,1,10482,2326,1376,91,3,Human Resources,1,9,No,24,20,6,3,6,Yes
1099,33,Male,Divorced,3,Social Sciences,rarely,Research & Development,5,7119,21214,654,34,3,Healthcare Representative,4,4,No,9,3,2,1,2,No
1100,35,Male,Single,3,Engineering,rarely,Sales,4,9582,10333,1204,86,3,Sales Executive,1,0,Yes,9,8,7,4,7,Yes
1101,33,Female,Single,4,Health Science,frequently,Research & Development,29,4508,3129,827,54,2,Research Scientist,3,1,No,14,13,7,3,8,Yes
1102,28,Male,Divorced,2,Social Sciences,rarely,Research & Development,15,2207,22482,895,50,1,Laboratory Technician,3,1,No,4,4,2,2,2,No
1103,34,Male,Single,1,Social Sciences,frequently,Research & Development,3,7756,22266,618,45,2,Healthcare Representative,4,0,No,7,6,2,0,4,No
1105,37,Female,Divorced,4,Social Sciences,rarely,Sales,10,6694,24223,309,88,2,Sales Executive,4,2,Yes,8,1,0,0,0,No
1106,25,Male,Married,1,Engineering,rarely,Research & Development,4,3691,4605,1219,32,1,Laboratory Technician,4,1,Yes,7,7,7,5,6,Yes
1107,26,Male,Divorced,3,Health Science,rarely,Research & Development,21,2377,19373,1330,37,1,Laboratory Technician,3,1,No,1,1,1,0,0,Yes
1108,33,Male,Single,3,Health Science,rarely,Research & Development,25,2313,2993,1017,55,1,Research Scientist,2,4,Yes,5,2,2,2,2,Yes
1109,42,Male,Married,2,Health Science,rarely,Research & Development,2,17665,14399,469,35,4,Manager,1,0,No,23,22,6,13,7,No
1111,28,Male,Divorced,3,Health Science,frequently,Research & Development,1,2596,7160,1009,45,1,Laboratory Technician,2,1,No,1,1,0,0,0,Yes
1113,50,Male,Single,4,Other,frequently,Sales,1,4728,17251,959,81,2,Sales Executive,3,3,Yes,5,0,0,0,0,Yes
1114,33,Female,Married,3,Social Sciences,frequently,Sales,7,4302,13401,970,30,2,Sales Executive,2,0,No,4,3,2,0,2,No
1115,34,Male,Married,4,Social Sciences,none,Research & Development,3,2979,22478,697,40,1,Research Scientist,4,3,No,6,0,0,0,0,No
1116,48,Male,Single,4,Health Science,none,Research & Development,1,16885,16154,1262,35,4,Manager,4,2,No,27,5,4,2,1,No
1117,45,Female,Married,4,Social Sciences,none,Sales,9,5593,17970,1050,65,2,Sales Executive,3,1,No,15,15,10,4,12,No
1118,52,Male,Single,4,Social Sciences,rarely,Research & Development,7,10445,15322,994,87,3,Healthcare Representative,2,7,No,18,8,6,4,0,No
1119,38,Male,Divorced,4,Business,rarely,Sales,10,8740,5569,770,73,3,Sales Executive,3,0,Yes,9,8,7,2,7,No
1120,29,Female,Divorced,4,Social Sciences,rarely,Research & Development,28,2514,26968,1107,93,1,Research Scientist,4,4,No,11,7,5,1,7,No
1121,28,Female,Divorced,3,Health Science,rarely,Research & Development,3,7655,8039,950,93,3,Manufacturing Director,2,0,No,10,9,7,1,7,No
1124,46,Male,Married,1,Business,rarely,Sales,3,17465,15596,406,52,4,Manager,3,3,No,23,12,9,4,9,No
1125,38,Male,Single,2,Business,rarely,Sales,2,7351,20619,130,32,3,Sales Executive,2,7,No,10,1,0,0,0,No
1126,43,Female,Married,3,Social Sciences,frequently,Research & Development,27,10820,11535,1082,83,3,Manufacturing Director,1,8,No,18,8,7,0,1,No
1127,39,Male,Divorced,3,Social Sciences,frequently,Research & Development,2,12169,13547,203,84,4,Healthcare Representative,4,7,No,21,18,7,11,5,Yes
1128,40,Male,Single,3,Health Science,rarely,Research & Development,14,19626,17544,1308,44,5,Research Director,3,1,No,21,20,7,4,9,No
1131,21,Female,Single,1,Engineering,rarely,Research & Development,1,2070,25326,984,70,1,Research Scientist,2,1,Yes,2,2,2,2,2,No
1132,39,Male,Single,3,Social Sciences,none,Research & Development,9,6782,8770,439,70,2,Laboratory Technician,2,9,No,9,5,4,0,3,No
1133,36,Male,Single,4,Social Sciences,none,Research & Development,18,7779,23238,217,78,2,Manufacturing Director,4,2,No,18,11,9,0,9,No
1135,31,Male,Married,3,Social Sciences,frequently,Sales,20,2791,21981,793,67,1,Sales Representative,4,0,No,3,2,2,2,2,No
1136,28,Male,Married,1,Social Sciences,rarely,Research & Development,2,3201,19911,1451,67,1,Research Scientist,2,0,No,6,5,3,0,4,No
1137,35,Male,Divorced,2,Business,frequently,Sales,11,4968,18500,1182,54,2,Sales Executive,4,1,No,5,5,2,0,2,No
1138,49,Male,Married,4,Engineering,rarely,Sales,8,13120,11879,174,56,4,Sales Executive,2,6,No,22,9,8,2,3,No
1140,34,Male,Single,2,Social Sciences,frequently,Research & Development,2,4033,15834,1003,95,2,Manufacturing Director,3,2,No,5,3,2,0,2,No
1143,29,Female,Divorced,3,Social Sciences,frequently,Research & Development,10,3291,17940,490,61,1,Research Scientist,2,0,No,8,7,5,1,1,No
1148,42,Male,Single,3,Health Science,rarely,Research & Development,29,4272,9558,188,56,2,Laboratory Technician,4,4,No,16,1,0,0,0,No
1150,29,Male,Married,1,Health Science,rarely,Research & Development,8,5056,17689,718,79,2,Manufacturing Director,4,1,Yes,10,10,7,1,2,No
1152,38,Male,Married,3,Human Resources,rarely,Human Resources,1,2844,6004,433,37,1,Human Resources,3,1,No,7,7,6,5,0,No
1154,28,Male,Divorced,3,Social Sciences,frequently,Research & Development,6,2703,22088,773,39,1,Research Scientist,3,1,Yes,3,3,1,0,2,No
1156,18,Male,Single,1,Health Science,none,Research & Development,8,1904,13556,247,80,1,Laboratory Technician,3,1,No,0,0,0,0,0,Yes
1157,33,Female,Single,4,Business,rarely,Sales,9,8224,18385,603,77,2,Sales Executive,1,0,Yes,6,5,2,0,3,Yes
1158,41,Male,Married,4,Social Sciences,rarely,Research & Development,12,4766,9051,167,46,1,Laboratory Technician,4,3,Yes,6,1,0,0,0,No
1160,31,Male,Married,3,Health Science,frequently,Research & Development,15,2610,6233,874,72,1,Laboratory Technician,3,1,No,2,2,2,2,2,Yes
1161,37,Female,Divorced,2,Health Science,rarely,Research & Development,25,5731,17171,367,52,2,Healthcare Representative,4,7,No,9,6,2,1,3,No
1162,27,Male,Married,3,Social Sciences,rarely,Research & Development,6,2539,7950,199,55,1,Research Scientist,3,1,No,4,4,2,2,2,No
1163,34,Female,Married,1,Social Sciences,rarely,Sales,9,5714,5829,1400,70,2,Sales Executive,3,1,No,6,6,5,1,3,No
1164,35,Male,Single,4,Engineering,rarely,Human Resources,8,4323,7108,528,100,1,Human Resources,3,1,No,6,5,4,1,4,No
1165,29,Female,Married,1,Social Sciences,rarely,Sales,23,7336,11162,408,45,3,Sales Executive,1,1,No,11,11,8,3,10,Yes
1166,40,Female,Single,4,Health Science,frequently,Research & Development,9,13499,13782,593,88,3,Research Director,3,9,No,20,18,7,2,13,No
1167,42,Male,Single,3,Social Sciences,frequently,Sales,12,13758,2447,481,44,4,Sales Executive,1,0,Yes,22,21,9,13,14,Yes
1171,42,Male,Single,4,Business,rarely,Sales,4,5155,2253,647,45,2,Sales Executive,1,7,No,9,6,4,1,5,No
1172,35,Male,Married,4,Health Science,rarely,Research & Development,1,2258,16340,982,58,1,Laboratory Technician,3,6,No,10,8,0,1,7,No
1173,24,Male,Single,3,Health Science,rarely,Research & Development,24,3597,6409,477,49,1,Laboratory Technician,2,8,No,6,4,3,1,2,No
1175,28,Female,Married,1,Social Sciences,rarely,Research & Development,12,2515,22955,1485,79,1,Laboratory Technician,4,1,Yes,1,1,1,0,0,Yes
1177,26,Male,Married,4,Health Science,rarely,Research & Development,3,4420,13421,1384,82,1,Laboratory Technician,4,1,No,8,8,7,0,7,No
1179,30,Male,Married,3,Business,rarely,Sales,10,6578,2706,852,72,2,Sales Executive,3,1,No,10,10,3,1,4,No
1180,40,Female,Married,2,Health Science,frequently,Research & Development,26,4422,21203,902,92,2,Research Scientist,4,3,Yes,16,1,1,0,0,No
1182,35,Male,Divorced,3,Social Sciences,rarely,Research & Development,2,10274,19588,819,44,3,Manufacturing Director,2,2,No,15,7,7,6,4,No
1184,34,Male,Single,3,Health Science,frequently,Research & Development,1,5343,25755,669,97,2,Healthcare Representative,1,0,No,14,13,9,4,9,No
1185,35,Male,Married,4,Other,frequently,Research & Development,4,2376,26537,636,47,1,Laboratory Technician,4,1,No,2,2,2,2,2,No
1188,43,Female,Single,3,Business,rarely,Sales,9,5346,9489,1372,85,2,Sales Executive,3,8,No,7,4,3,1,3,Yes
1190,32,Female,Divorced,1,Social Sciences,none,Sales,2,2827,14947,862,76,1,Sales Representative,1,1,No,1,1,0,0,0,No
1191,56,Female,Divorced,4,Engineering,rarely,Research & Development,4,19943,18575,718,92,5,Manager,1,4,No,28,5,2,4,2,No
1192,29,Female,Married,1,Health Science,rarely,Research & Development,6,3131,26342,1401,54,1,Laboratory Technician,4,1,No,10,10,8,0,8,No
1193,19,Male,Single,2,Social Sciences,rarely,Research & Development,9,2552,7172,645,54,1,Research Scientist,1,1,No,1,1,1,0,0,No
1195,45,Female,Married,3,Health Science,rarely,Research & Development,7,4477,20100,1457,83,1,Research Scientist,3,4,Yes,7,3,2,0,2,No
1196,37,Female,Married,3,Social Sciences,rarely,Research & Development,1,6474,9961,977,56,2,Manufacturing Director,4,1,No,14,14,8,3,11,No
1198,20,Male,Single,3,Social Sciences,rarely,Research & Development,3,3033,12828,805,87,1,Laboratory Technician,3,1,No,2,2,2,1,2,No
1200,44,Male,Single,4,Social Sciences,rarely,Research & Development,10,2936,10826,1097,96,1,Research Scientist,3,1,Yes,6,6,4,0,2,Yes
1201,53,Female,Divorced,2,Health Science,rarely,Research & Development,7,18606,18640,1223,50,5,Manager,3,3,No,26,7,7,4,7,No
1202,29,Female,Married,1,Social Sciences,rarely,Research & Development,15,2168,26933,942,69,1,Research Scientist,4,0,Yes,6,5,4,1,3,No
1203,22,Male,Married,4,Social Sciences,frequently,Research & Development,3,2853,4223,1256,48,1,Research Scientist,4,0,Yes,1,0,0,0,0,Yes
1204,46,Female,Married,3,Business,rarely,Sales,2,17048,24097,1402,69,4,Manager,1,8,No,28,26,15,15,9,No
1206,44,Male,Single,3,Social Sciences,none,Research & Development,17,2290,4279,111,74,1,Research Scientist,3,2,No,6,0,0,0,0,No
1207,33,Male,Married,3,Human Resources,rarely,Human Resources,2,3600,8429,147,99,1,Human Resources,3,1,No,5,5,4,1,4,No
1210,41,Male,Divorced,2,Social Sciences,none,Research & Development,5,2107,20293,906,95,1,Research Scientist,1,6,No,5,1,0,0,0,Yes
1211,30,Male,Divorced,4,Social Sciences,rarely,Sales,29,4115,13192,1329,61,2,Sales Executive,1,8,No,8,4,3,0,3,No
1212,40,Male,Married,4,Health Science,frequently,Sales,2,4327,25440,1184,62,2,Sales Executive,2,5,No,5,0,0,0,0,No
1215,50,Female,Married,3,Health Science,frequently,Research & Development,2,17856,9490,1421,30,4,Manager,1,2,No,32,2,2,2,2,No
1216,28,Male,Married,4,Health Science,rarely,Research & Development,19,3196,12449,1179,78,1,Laboratory Technician,1,1,No,6,6,5,3,3,No
1217,46,Male,Married,2,Social Sciences,rarely,Research & Development,15,19081,10849,1450,52,5,Research Director,2,5,No,25,4,2,0,3,No
1218,35,Male,Married,4,Social Sciences,rarely,Sales,17,8966,21026,1361,94,2,Sales Executive,1,3,Yes,15,7,7,1,7,No
1219,24,Female,Married,2,Social Sciences,rarely,Research & Development,17,2210,3372,984,97,1,Laboratory Technician,2,1,No,1,1,0,0,0,Yes
1220,33,Female,Married,3,Health Science,frequently,Sales,25,4539,4905,1146,82,2,Sales Executive,3,1,No,10,10,7,0,1,No
1221,36,Male,Divorced,4,Social Sciences,rarely,Research & Development,6,2741,6865,917,60,1,Laboratory Technician,3,1,No,7,7,7,1,7,No
1224,30,Male,Divorced,4,Social Sciences,rarely,Research & Development,7,3491,11309,853,49,2,Laboratory Technician,3,1,No,10,10,7,8,9,No
1225,44,Male,Single,4,Other,rarely,Research & Development,29,4541,7744,200,32,2,Research Scientist,4,1,No,20,20,11,13,17,No
1226,20,Male,Single,3,Business,rarely,Sales,21,2678,5050,654,43,1,Sales Representative,4,1,No,2,2,1,2,2,No
1228,46,Male,Divorced,4,Engineering,rarely,Research & Development,2,7379,17433,150,60,2,Manufacturing Director,4,2,No,12,6,3,1,4,No
1231,42,Male,Married,5,Health Science,none,Human Resources,2,6272,12858,179,79,2,Human Resources,1,7,No,10,4,3,0,3,No
1233,60,Male,Divorced,4,Business,rarely,Sales,7,5220,10893,696,52,2,Sales Executive,4,0,Yes,12,11,7,1,9,No
1234,32,Female,Married,3,Other,frequently,Research & Development,13,2743,7331,116,77,1,Laboratory Technician,2,1,No,2,2,2,2,2,No
1235,32,Female,Single,2,Social Sciences,frequently,Research & Development,2,4998,2338,1316,38,2,Research Scientist,3,4,Yes,10,8,7,0,7,No
1237,36,Female,Divorced,3,Engineering,rarely,Research & Development,1,10252,4235,363,77,3,Manufacturing Director,1,2,Yes,17,7,7,7,7,No
1238,33,Male,Married,3,Health Science,rarely,Research & Development,9,2781,6311,117,60,1,Research Scientist,4,0,No,15,14,10,4,10,No
1239,40,Female,Divorced,3,Engineering,rarely,Sales,10,6852,11591,107,84,2,Sales Executive,2,7,No,7,5,1,1,3,No
1240,25,Male,Single,4,Social Sciences,rarely,Sales,10,4950,20623,1356,57,2,Sales Executive,4,0,No,5,4,3,1,1,No
1241,30,Male,Married,3,Health Science,rarely,Research & Development,1,3579,9369,1465,63,1,Research Scientist,2,0,Yes,12,11,9,5,7,No
1242,42,Female,Married,5,Health Science,frequently,Research & Development,26,13191,23281,458,60,3,Research Director,1,3,Yes,20,1,0,0,0,No
1243,35,Female,Married,2,Business,none,Sales,8,10377,13755,1212,78,3,Sales Executive,4,4,Yes,16,13,2,4,12,No
1244,27,Male,Married,3,Social Sciences,rarely,Research & Development,14,2235,14377,1103,42,1,Research Scientist,1,1,Yes,9,9,7,6,8,No
1245,54,Female,Divorced,4,Social Sciences,frequently,Research & Development,1,10502,9659,966,53,3,Manufacturing Director,3,7,No,33,5,4,1,4,No
1246,44,Female,Married,1,Social Sciences,rarely,Research & Development,2,2011,19982,1117,72,1,Research Scientist,4,1,No,10,10,5,7,7,No
1248,19,Female,Single,3,Health Science,none,Research & Development,10,1859,6148,504,96,1,Research Scientist,2,1,Yes,1,1,1,0,0,Yes
1249,29,Female,Divorced,3,Social Sciences,rarely,Research & Development,1,3760,5598,1010,97,1,Research Scientist,4,1,No,3,3,2,1,2,No
1250,54,Male,Married,3,Social Sciences,rarely,Research & Development,3,17779,23474,685,85,4,Research Director,4,3,No,36,10,9,0,9,No
1251,31,Male,Married,2,Health Science,rarely,Research & Development,11,6833,17089,1332,80,2,Healthcare Representative,1,1,Yes,6,6,5,0,1,No
1252,31,Female,Single,3,Health Science,rarely,Research & Development,24,6812,17198,1062,96,2,Healthcare Representative,1,1,No,10,10,9,1,8,No
1254,59,Female,Single,3,Social Sciences,rarely,Sales,3,5171,16490,326,48,2,Sales Executive,4,5,No,13,6,1,0,5,No
1255,43,Male,Married,3,Social Sciences,rarely,Research & Development,3,19740,18625,920,96,5,Research Director,4,3,No,25,8,7,0,7,No
1256,49,Male,Married,2,Health Science,rarely,Research & Development,4,18711,12124,1098,85,5,Manager,3,2,No,23,1,0,0,0,No
1257,36,Male,Married,3,Engineering,frequently,Research & Development,3,3692,9256,469,46,1,Research Scientist,2,1,No,12,11,10,0,7,No
1258,48,Male,Single,2,Engineering,rarely,Research & Development,2,2559,16620,969,76,1,Laboratory Technician,2,5,No,7,1,0,0,0,No
1259,27,Male,Divorced,2,Social Sciences,rarely,Research & Development,4,2517,3208,1167,76,1,Research Scientist,3,1,No,5,5,3,0,3,No
1260,29,Male,Divorced,3,Social Sciences,rarely,Research & Development,7,6623,4204,1329,82,2,Healthcare Representative,4,1,Yes,6,6,0,1,0,No
1263,48,Male,Single,3,Social Sciences,rarely,Research & Development,1,18265,8733,715,76,5,Research Director,4,6,No,25,1,0,0,0,No
1264,29,Female,Divorced,3,Social Sciences,rarely,Research & Development,1,16124,3423,694,87,4,Research Director,4,3,No,9,7,7,1,7,No
1265,34,Female,Married,3,Engineering,rarely,Research & Development,20,2585,21643,1320,89,1,Research Scientist,3,0,No,2,1,0,0,0,No
1267,44,Male,Married,3,Business,rarely,Sales,5,18213,8751,1099,88,5,Manager,2,7,No,26,22,9,3,10,No
1268,33,Male,Divorced,5,Business,rarely,Sales,10,8380,21708,536,82,3,Sales Executive,3,0,Yes,10,9,8,0,8,No
1269,19,Female,Single,3,Social Sciences,rarely,Research & Development,25,2994,21221,265,57,1,Research Scientist,4,1,Yes,1,1,0,0,1,No
1270,23,Male,Married,2,Social Sciences,rarely,Research & Development,1,1223,16901,373,47,1,Research Scientist,3,1,No,1,1,0,0,1,No
1273,25,Male,Single,1,Social Sciences,frequently,Sales,24,1118,8040,599,73,1,Sales Representative,4,1,Yes,1,1,0,1,0,Yes
1275,26,Male,Single,2,Social Sciences,rarely,Research & Development,4,2875,9973,583,53,1,Research Scientist,4,1,Yes,8,8,5,2,2,No
1277,45,Female,Single,3,Business,rarely,Sales,2,18824,2493,1449,94,5,Manager,2,2,Yes,26,24,10,1,11,Yes
1278,55,Male,Divorced,1,Health Science,none,Research & Development,8,13577,25592,177,37,4,Healthcare Representative,2,1,Yes,34,33,9,15,0,No
1279,21,Female,Single,2,Social Sciences,frequently,Research & Development,10,2625,25308,251,45,1,Laboratory Technician,3,1,No,2,2,2,2,2,Yes
1280,46,Female,Married,2,Business,rarely,Sales,4,18789,9946,168,33,5,Manager,2,2,No,26,11,4,0,8,No
1281,34,Female,Single,3,Business,rarely,Sales,2,4538,6039,131,86,2,Sales Executive,1,0,Yes,4,3,2,0,2,No
1282,51,Male,Divorced,3,Social Sciences,frequently,Sales,9,19847,19196,237,83,5,Manager,2,4,Yes,31,29,10,11,10,No
1283,59,Male,Single,4,Health Science,rarely,Research & Development,18,10512,20002,1429,67,3,Manufacturing Director,4,6,No,25,9,7,5,4,No
1285,34,Female,Divorced,3,Health Science,frequently,Research & Development,19,4444,22534,135,46,2,Laboratory Technician,2,4,No,15,11,8,5,10,No
1286,28,Male,Single,4,Health Science,frequently,Research & Development,1,2154,6842,791,44,1,Laboratory Technician,3,0,Yes,5,4,2,0,2,No
1288,44,Male,Divorced,2,Social Sciences,rarely,Research & Development,4,19190,17477,1199,92,5,Manager,1,1,No,26,25,9,14,13,No
1289,34,Male,Married,3,Social Sciences,frequently,Human Resources,11,4490,21833,648,56,2,Human Resources,2,4,No,14,10,9,1,8,No
1291,35,Male,Married,1,Social Sciences,rarely,Research & Development,6,3506,6020,735,66,1,Research Scientist,3,0,Yes,4,3,2,2,2,No
1292,42,Female,Married,4,Health Science,rarely,Research & Development,7,2372,5628,603,78,2,Research Scientist,2,6,Yes,18,1,0,0,0,No
1293,43,Female,Single,4,Business,rarely,Sales,4,10231,20364,531,56,3,Sales Executive,4,3,No,23,21,7,15,17,No
1294,36,Female,Single,4,Social Sciences,rarely,Research & Development,2,5410,2323,429,53,2,Manufacturing Director,2,9,Yes,18,16,14,5,12,No
1295,44,Female,Married,3,Health Science,rarely,Research & Development,15,7978,14075,621,73,3,Healthcare Representative,4,1,No,10,10,7,0,5,Yes
1296,28,Male,Married,3,Social Sciences,frequently,Research & Development,2,3867,14222,193,52,1,Laboratory Technician,4,1,Yes,2,2,2,2,2,No
1297,51,Female,Single,2,Health Science,frequently,Research & Development,6,2838,4257,968,40,1,Laboratory Technician,3,0,No,8,7,0,7,7,No
1298,30,Female,Single,2,Health Science,none,Research & Development,9,4695,12858,879,72,2,Manufacturing Director,3,7,Yes,10,8,4,1,7,No
1299,29,Female,Divorced,3,Engineering,rarely,Research & Development,7,3339,17285,806,39,1,Laboratory Technician,3,3,Yes,10,7,7,7,7,Yes
1301,28,Male,Single,3,Engineering,rarely,Research & Development,1,2080,4732,640,84,1,Research Scientist,1,2,No,5,3,2,1,2,No
1303,25,Female,Single,3,Health Science,rarely,Research & Development,1,2096,18830,266,40,1,Research Scientist,2,1,No,2,2,2,2,1,No
1304,32,Male,Married,3,Health Science,rarely,Sales,8,6209,11693,604,56,2,Sales Executive,4,1,No,10,10,7,0,8,No
1306,45,Female,Single,3,Health Science,frequently,Research & Development,25,18061,13035,364,83,5,Manager,2,3,No,22,0,0,0,0,No
1307,39,Female,Divorced,4,Health Science,rarely,Research & Development,13,17123,17334,412,94,4,Manager,2,6,Yes,21,19,9,15,2,No
1308,58,Male,Divorced,4,Social Sciences,rarely,Research & Development,23,2372,26076,848,88,1,Research Scientist,3,1,No,2,2,2,2,2,No
1309,32,Male,Married,2,Social Sciences,rarely,Research & Development,7,4883,22845,1089,79,2,Laboratory Technician,3,1,No,10,10,4,1,1,Yes
